,prompt,completion
5557,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

SOCCER | - | SWISS | PREMIER | DIVISION | RESULTS | / | STANDINGS | .

###

", O | O | B-MISC | O | O | O | O | O | O***END***
5558,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

GENEVA | 1996-08-25

###

", B-LOC | O***END***
5559,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Results | of | Swiss | premier | division

###

", O | O | B-MISC | O | O***END***
5560,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

matches | played | at | the | weekend | :

###

", O | O | O | O | O | O***END***
5561,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Aarau | 1 | Young | Boys | 0

###

", B-ORG | O | B-ORG | I-ORG | O***END***
5562,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Grasshopper | 2 | Lucerne | 2

###

", B-ORG | O | B-ORG | O***END***
5563,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Lugano | 1 | Basle | 1

###

", B-ORG | O | B-ORG | O***END***
5564,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Neuchatel | 3 | St | Gallen | 0

###

", B-ORG | O | B-ORG | I-ORG | O***END***
5565,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Sion | 3 | Servette | 1

###

", B-ORG | O | B-ORG | O***END***
5566,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Standings | ( | tabulated | under | played | , | won | , | drawn | , | lost | , | goals

###

", O | O | O | O | O | O | O | O | O | O | O | O | O***END***
5567,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

for | , | against | , | points | ) | :

###

", O | O | O | O | O | O | O***END***
5568,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Neuchatel | 8 | 6 | 1 | 1 | 12 | 7 | 19

###

", B-ORG | O | O | O | O | O | O | O***END***
5569,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Grasshopper | 9 | 4 | 4 | 1 | 17 | 11 | 16

###

", B-ORG | O | O | O | O | O | O | O***END***
5570,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

St. | Gallen | 9 | 4 | 4 | 1 | 6 | 5 | 16

###

", B-ORG | O | O | O | O | O | O | O | O***END***
5571,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Lausanne | 9 | 4 | 2 | 3 | 18 | 13 | 14

###

", B-ORG | O | O | O | O | O | O | O***END***
5572,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Aarau | 8 | 4 | 1 | 3 | 9 | 4 | 13

###

", B-ORG | O | O | O | O | O | O | O***END***
5573,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Sion | 9 | 3 | 4 | 2 | 13 | 11 | 13

###

", B-ORG | O | O | O | O | O | O | O***END***
5574,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Zurich | 9 | 2 | 5 | 2 | 9 | 9 | 11

###

", B-ORG | O | O | O | O | O | O | O***END***
5575,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Basle | 8 | 2 | 3 | 3 | 12 | 11 | 9

###

", B-ORG | O | O | O | O | O | O | O***END***
5576,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Servette | 9 | 2 | 3 | 4 | 10 | 12 | 9

###

", B-ORG | O | O | O | O | O | O | O***END***
5577,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Lucerne | 8 | 1 | 5 | 2 | 10 | 11 | 8

###

", B-ORG | O | O | O | O | O | O | O***END***
5578,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Lugano | 9 | 1 | 4 | 4 | 6 | 15 | 7

###

", B-ORG | O | O | O | O | O | O | O***END***
5579,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Young | Boys | 9 | 1 | 0 | 8 | 6 | 19 | 3

###

", B-ORG | I-ORG | O | O | O | O | O | O | O***END***
5580,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

GOLF | - | LEADING | PRIZE | MONEY | WINNERS | ON | EUROPEAN | TOUR | .

###

", O | O | O | O | O | O | O | B-MISC | I-MISC | O***END***
5581,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

STUTTGART | , | Germany | 1996-08-25

###

", B-LOC | O | B-LOC | O***END***
5582,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Leading | prize | money

###

", O | O | O***END***
5583,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

winners | on | the | European | Tour | after | Sunday | 's | German | Open | ( | Britain

###

", O | O | O | B-MISC | I-MISC | O | O | O | B-MISC | I-MISC | O | B-LOC***END***
5584,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

unless | stated | ) | :

###

", O | O | O | O***END***
5585,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

1. | Ian | Woosnam | 480,618 | pounds | sterling

###

", O | B-PER | I-PER | O | O | O***END***
5586,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

2. | Colin | Montgomerie | 429,449

###

", O | B-PER | I-PER | O***END***
5587,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

3. | Lee | Westwood | 301,972

###

", O | B-PER | I-PER | O***END***
5588,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

4. | Robert | Allenby | ( | Australia | ) | 291,088

###

", O | B-PER | I-PER | O | B-LOC | O | O***END***
5589,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

5. | Mark | McNulty | ( | Zimbabwe | ) | 254,247

###

", O | B-PER | I-PER | O | B-LOC | O | O***END***
5590,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

6. | Costantino | Rocca | ( | Italy | ) | 253,337

###

", O | B-PER | I-PER | O | B-LOC | O | O***END***
5591,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

7. | Andrew | Coltart | 246,077

###

", O | B-PER | I-PER | O***END***
5592,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

8. | Wayne | Riley | ( | Australia | ) | 233,713

###

", O | B-PER | I-PER | O | B-LOC | O | O***END***
5593,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

9. | Raymond | Russell | 229,360

###

", O | B-PER | I-PER | O***END***
5594,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

10. | Stephen | Ames | ( | Trinidad | ) | 211,175

###

", O | B-PER | I-PER | O | B-LOC | O | O***END***
5595,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

11. | Frank | Nobilo | ( | New | Zealand | ) | 209,412

###

", O | B-PER | I-PER | O | B-LOC | I-LOC | O | O***END***
5596,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

12. | Paul | McGinley | ( | Ireland | ) | 208,978

###

", O | B-PER | I-PER | O | B-LOC | O | O***END***
5597,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

13. | Paul | Lawrie | 207,990

###

", O | B-PER | I-PER | O***END***
5598,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

14. | Padraig | Harrington | ( | Ireland | ) | 202,593

###

", O | B-PER | I-PER | O | B-LOC | O | O***END***
5599,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

15. | Retief | Goosen | ( | South | Africa | ) | 188,143

###

", O | B-PER | I-PER | O | B-LOC | I-LOC | O | O***END***
5600,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

16. | Jonathan | Lomas | 181,005

###

", O | B-PER | I-PER | O***END***
5601,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

17. | Paul | Broadhurst | 172,580

###

", O | B-PER | I-PER | O***END***
5602,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

18. | Peter | Mitchell | 170,952

###

", O | B-PER | I-PER | O***END***
5603,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

19. | Jim | Payne | 165,150

###

", O | B-PER | I-PER | O***END***
5604,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

20. | Russell | Claydon | 156,996

###

", O | B-PER | I-PER | O***END***
5605,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

CYCLING | - | SWISS | GRAND | PRIX | RESULT | .

###

", O | O | B-MISC | B-MISC | I-MISC | O | O***END***
5606,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

ZURICH | 1996-08-25

###

", B-LOC | O***END***
5607,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Leading | results | in | the | 232-km

###

", O | O | O | O | O***END***
5608,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Swiss | Grand | Prix | World | Cup | cycling | race | on | Sunday | :

###

", B-MISC | B-MISC | I-MISC | B-MISC | I-MISC | O | O | O | O | O***END***
5609,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

1. | Andrea | Ferrigato | ( | Italy | ) | 5 | hours | 51 | minutes | 52 | seconds

###

", O | B-PER | I-PER | O | B-LOC | O | O | O | O | O | O | O***END***
5610,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

2. | Michele | Bartoli | ( | Italy | )

###

", O | B-PER | I-PER | O | B-LOC | O***END***
5611,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

3. | Johan | Museeuw | ( | Belgium | )

###

", O | B-PER | I-PER | O | B-LOC | O***END***
5612,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

4. | Lance | Armstrong | ( | U.S. | )

###

", O | B-PER | I-PER | O | B-LOC | O***END***
5613,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

5. | Francesco | Casagrande | ( | Italy | )

###

", O | B-PER | I-PER | O | B-LOC | O***END***
5614,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

6. | Alessandro | Baronti | ( | Italy | )

###

", O | B-PER | I-PER | O | B-LOC | O***END***
5615,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

7. | Frank | Vandenbroucke | ( | Belgium | ) | all | same | time

###

", O | B-PER | I-PER | O | B-LOC | O | O | O | O***END***
5616,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

8. | Fabio | Baldato | ( | Italy | ) | 11 | seconds | behind

###

", O | B-PER | I-PER | O | B-LOC | O | O | O | O***END***
5617,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

9. | Maurizio | Fondriest | ( | Italy | )

###

", O | B-PER | I-PER | O | B-LOC | O***END***
5618,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

10. | Laurent | Jalabert | ( | France | ) | both | same | time

###

", O | B-PER | I-PER | O | B-LOC | O | O | O | O***END***
5619,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Leading | World | Cup | standings | ( | after | 8 | of | 11 | rounds | ) | :

###

", O | B-MISC | I-MISC | O | O | O | O | O | O | O | O | O***END***
5620,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

1. | Museeuw | 162 | points

###

", O | B-PER | O | O***END***
5621,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

2. | Ferrigato | 112

###

", O | B-PER | O***END***
5622,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

3. | Bartoli | 108

###

", O | B-PER | O***END***
5623,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

4. | Stefano | Zanini | ( | Italy | ) | 88

###

", O | B-PER | I-PER | O | B-LOC | O | O***END***
5624,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

5. | Armstrong | 81

###

", O | B-PER | O***END***
5625,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

6. | Baldato | 77

###

", O | B-PER | O***END***
5626,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

7. | Alexandre | Gontchenkov | ( | Ukraine | ) | 67

###

", O | B-PER | I-PER | O | B-LOC | O | O***END***
5627,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

8. | Gabriele | Colombo | ( | Italy | ) | 58

###

", O | B-PER | I-PER | O | B-LOC | O | O***END***
5628,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

9. | Andrei | Tchmil | ( | Ukraine | ) | 56

###

", O | B-PER | I-PER | O | B-LOC | O | O***END***
5629,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

10. | Max | Sciandri | ( | Britain | ) | 55

###

", O | B-PER | I-PER | O | B-LOC | O | O***END***
5630,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

CYCLING | - | FERRIGATO | SPRINTS | TO | SECOND | STRAIGHT | WORLD | CUP | WIN | .

###

", O | O | B-PER | O | O | O | O | B-MISC | I-MISC | O | O***END***
5631,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

ZURICH | 1996-08-25

###

", B-LOC | O***END***
5632,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Andrea | Ferrigato | of | Italy | sprinted | to | his | second | cycling | World | Cup | win | in | successive | weekends | with | victory | in | the | Swiss | Grand | Prix | on | Sunday | .

###

", B-PER | I-PER | O | B-LOC | O | O | O | O | O | B-MISC | I-MISC | O | O | O | O | O | O | O | O | B-MISC | B-MISC | I-MISC | O | O | O***END***
5633,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Ferrigato | , | winner | of | the | Leeds | Classic | last | Sunday | with | a | one | second | win | over | Britain | 's | Max | Sciandri | , | posted | a | similarly | narrow | margin | of | victory | again | .

###

", B-PER | O | O | O | O | B-MISC | I-MISC | O | O | O | O | O | O | O | O | B-LOC | O | B-PER | I-PER | O | O | O | O | O | O | O | O | O | O***END***
5634,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

The | 26-year-old | Italian | surged | past | compatriot | Michele | Bartoli | and | last | year | 's | winner | and | defending | World | Cup | champion | Johan | Museeuw | of | Belgium | in | the | final | few | metres | of | the | 237km | race | .

###

", O | O | B-MISC | O | O | O | B-PER | I-PER | O | O | O | O | O | O | O | B-MISC | I-MISC | O | B-PER | I-PER | O | B-LOC | O | O | O | O | O | O | O | O | O | O***END***
5635,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

All | three | clocked | the | same | time | of | five | hours | 51 | minutes | , | 52 | seconds | .

###

", O | O | O | O | O | O | O | O | O | O | O | O | O | O | O***END***
5636,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Former | world | champion | Lance | Armstrong | of | the | United | States | was | in | front | as | the | leading | pack | of | seven | riders | turned | into | the | Oerlikon | velodrome | for | the | final | one | lap | sprint | but | quickly | faded | and | settled | for | fourth | .

###

", O | O | O | B-PER | I-PER | O | O | B-LOC | I-LOC | O | O | O | O | O | O | O | O | O | O | O | O | O | B-LOC | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O***END***
5637,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

The | back-to-back | wins | vault | Ferrigato | from | sixth | to | second | in | the | overall | World | Cup | rankings | with | 112 | points | but | Museeuw | continues | to | hold | a | commanding | lead | with | 162 | points | after | eight | of | the | 11 | rounds | .

###

", O | O | O | O | B-PER | O | O | O | O | O | O | O | B-MISC | I-MISC | O | O | O | O | O | B-PER | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O***END***
5638,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

GOLF | - | GERMAN | OPEN | SCORES | .

###

", B-LOC | O | B-MISC | I-MISC | O | O***END***
5639,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

STUTTGART | , | Germany | 1996-08-25

###

", B-LOC | O | B-LOC | O***END***
5640,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Briton | Ian | Woosnam | won

###

", B-MISC | B-PER | I-PER | O***END***
5641,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

the | German | Open | golf | championship | on | Sunday | after | the | final

###

", O | B-MISC | I-MISC | O | O | O | O | O | O | O***END***
5642,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

round | was | abandoned | because | of | torrential | rain | .

###

", O | O | O | O | O | O | O | O***END***
5643,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Scores | after | three | rounds | ( | Britain | unless | stated | ) | :

###

", O | O | O | O | O | B-LOC | O | O | O | O***END***
5644,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

193 | Ian | Woosnam | 64 | 64 | 65 | .

###

", O | B-PER | I-PER | O | O | O | O***END***
5645,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

199 | Thomas | Gogele | ( | Germany | ) | 67 | 65 | 67 | , | Robert | Karlsson

###

", O | B-PER | I-PER | O | B-LOC | O | O | O | O | O | B-PER | I-PER***END***
5646,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

( | Sweden | ) | 67 | 62 | 70 | , | Ian | Pyman | 66 | 64 | 69 | , | Fernando | Roca

###

", O | B-LOC | O | O | O | O | O | B-PER | I-PER | O | O | O | O | B-PER | I-PER***END***
5647,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

( | Spain | ) | 66 | 64 | 69 | .

###

", O | B-LOC | O | O | O | O | O***END***
5648,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

200 | Diego | Borrego | ( | Spain | ) | 69 | 63 | 68 | , | Miguel | Angel | Martin

###

", O | B-PER | I-PER | O | B-LOC | O | O | O | O | O | B-PER | I-PER | I-PER***END***
5649,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

( | Spain | ) | 66 | 66 | 68 | .

###

", O | B-LOC | O | O | O | O | O***END***
5650,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

201 | Stephen | Ames | ( | Trinidad | ) | 68 | 65 | 68 | , | Roger | Chapman | 72 | 62 | 67 | ,

###

", O | B-PER | I-PER | O | B-LOC | O | O | O | O | O | B-PER | I-PER | O | O | O | O***END***
5651,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Paul | Broadhurst | 62 | 70 | 69 | , | Stephen | Field | 66 | 65 | 70 | ,

###

", B-PER | I-PER | O | O | O | O | B-PER | I-PER | O | O | O | O***END***
