,prompt,completion
402,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Alex Rodriguez had two homers and four RBI for the Mariners , who have dropped three in a row and 11 of 15 .

###

"," Alex Rodriguez: Person
had: O
two: O
homers: O
and: O
four: O
RBI: Misc
for: O
the: O
Mariners: Organisation
,: O
who: O
have: O
dropped: O
three: O
in: O
a: O
row: O
and: O
11: O
of: O
15: O
.: O

***END***"
403,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Leading results from round

###

"," Leading: O
results: O
from: O
round: O

***END***"
404,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

29. Macedonia 8.07

###

"," 29.: O
Macedonia: Location
8.07: O

***END***"
405,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Recent want-ad figures indicate that conservative hiring plans are keeping job growth below the rate of overall economic activity . ""

###

"," Recent: O
want-ad: O
figures: O
indicate: O
that: O
conservative: O
hiring: O
plans: O
are: O
keeping: O
job: O
growth: O
below: O
the: O
rate: O
of: O
overall: O
economic: O
activity: O
.: O
"": O

***END***"
406,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Maybe it was a combination of the heat and something I ate . ""

###

"," Maybe: O
it: O
was: O
a: O
combination: O
of: O
the: O
heat: O
and: O
something: O
I: O
ate: O
.: O
"": O

***END***"
407,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Companies that can change their culture and view employees as business partners will do well , O'Neal said .

###

"," Companies: O
that: O
can: O
change: O
their: O
culture: O
and: O
view: O
employees: O
as: O
business: O
partners: O
will: O
do: O
well: O
,: O
O'Neal: Person
said: O
.: O

***END***"
408,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

This decision will result in the reimbursement by Medicare of $ 81,000 in disputed costs .

###

"," This: O
decision: O
will: O
result: O
in: O
the: O
reimbursement: O
by: O
Medicare: Misc
of: O
$: O
81,000: O
in: O
disputed: O
costs: O
.: O

***END***"
409,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Scorers :

###

"," Scorers: O
:: O

***END***"
410,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

St Helens completed their first league and Challenge Cup double in 30 years on Monday when they thrashed Warrington 66-14 to clinch the inaugural Super League title .

###

"," St Helens: Organisation
completed: O
their: O
first: O
league: O
and: O
Challenge Cup: Misc
double: O
in: O
30: O
years: O
on: O
Monday: O
when: O
they: O
thrashed: O
Warrington: Organisation
66-14: O
to: O
clinch: O
the: O
inaugural: O
Super League: Misc
title: O
.: O

***END***"
411,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

"" It does show how easily we should be able to bounce back over 10 percent again , "" he added , saying : "" We continue to feel very relaxed about our general view that we would average 10 percent profit margins over the cycle . ""

###

"," "": O
It: O
does: O
show: O
how: O
easily: O
we: O
should: O
be: O
able: O
to: O
bounce: O
back: O
over: O
10: O
percent: O
again: O
,: O
"": O
he: O
added: O
,: O
saying: O
:: O
"": O
We: O
continue: O
to: O
feel: O
very: O
relaxed: O
about: O
our: O
general: O
view: O
that: O
we: O
would: O
average: O
10: O
percent: O
profit: O
margins: O
over: O
the: O
cycle: O
.: O
"": O

***END***"
412,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

The letter made reference to massacres of landless peasants in August 1995 and April 1996 , which claimed the lives of 27 landless peasants .

###

"," The: O
letter: O
made: O
reference: O
to: O
massacres: O
of: O
landless: O
peasants: O
in: O
August: O
1995: O
and: O
April: O
1996: O
,: O
which: O
claimed: O
the: O
lives: O
of: O
27: O
landless: O
peasants: O
.: O

***END***"
413,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

A 400,000 barrel cargo of Ecuadorian Oriente and 960,000 barrels of Nigerian Escravos was awarded in a tender for Oct 15-18 late last week , but price information remains vague .

###

"," A: O
400,000: O
barrel: O
cargo: O
of: O
Ecuadorian Oriente: Organisation
and: O
960,000: O
barrels: O
of: O
Nigerian: Misc
Escravos: Organisation
was: O
awarded: O
in: O
a: O
tender: O
for: O
Oct: O
15-18: O
late: O
last: O
week: O
,: O
but: O
price: O
information: O
remains: O
vague: O
.: O

***END***"
414,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

CLEVELAND 8 Milwaukee 5

###

"," CLEVELAND: Organisation
8: O
Milwaukee: Organisation
5: O

***END***"
415,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

We will dislodge the Bhutto government .

###

"," We: O
will: O
dislodge: O
the: O
Bhutto: Person
government: O
.: O

***END***"
416,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Scott Brosius homered and drove in two runs for the Athletics , who have lost seven of their last nine games .

###

"," Scott Brosius: Person
homered: O
and: O
drove: O
in: O
two: O
runs: O
for: O
the: O
Athletics: Organisation
,: O
who: O
have: O
lost: O
seven: O
of: O
their: O
last: O
nine: O
games: O
.: O

***END***"
417,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

TAIPEI 1996-08-27

###

"," TAIPEI: Location
1996-08-27: O

***END***"
418,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

South African answers U.S. message in a bottle .

###

"," South African: Misc
answers: O
U.S.: Location
message: O
in: O
a: O
bottle: O
.: O

***END***"
419,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

* Stock funds see cash pour in again in July .

###

"," *: O
Stock: O
funds: O
see: O
cash: O
pour: O
in: O
again: O
in: O
July: O
.: O

***END***"
420,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Varteks Varazdin win 5-1 on aggregate .

###

"," Varteks Varazdin: Organisation
win: O
5-1: O
on: O
aggregate: O
.: O

***END***"
421,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

0-1 .

###

"," 0-1: O
.: O

***END***"
422,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Add Men 's singles , second round

###

"," Add: O
Men: O
's: O
singles: O
,: O
second: O
round: O

***END***"
423,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

But it was the Russian who picked up the bonus of $ 25,000 for the historic run in front of a capacity 40,000 crowd .

###

"," But: O
it: O
was: O
the: O
Russian: Misc
who: O
picked: O
up: O
the: O
bonus: O
of: O
$: O
25,000: O
for: O
the: O
historic: O
run: O
in: O
front: O
of: O
a: O
capacity: O
40,000: O
crowd: O
.: O

***END***"
424,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Sunday 's Belgian Grand Prix motor race :

###

"," Sunday: O
's: O
Belgian Grand Prix: Misc
motor: O
race: O
:: O

***END***"
425,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

2-0 .

###

"," 2-0: O
.: O

***END***"
426,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Japanese Prime Minister Ryutaro Hashimoto marked the August 15 anniversary by expressing "" remorse "" for foreign victims of Japan 's World War Two atrocities .

###

"," Japanese: Misc
Prime: O
Minister: O
Ryutaro Hashimoto: Person
marked: O
the: O
August: O
15: O
anniversary: O
by: O
expressing: O
"": O
remorse: O
"": O
for: O
foreign: O
victims: O
of: O
Japan: Location
's: O
World War Two: Misc
atrocities: O
.: O

***END***"
427,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

He thanked us on behalf of the country , which is really nice for the team , and I understand we had tremendous support at home . '

###

"," He: O
thanked: O
us: O
on: O
behalf: O
of: O
the: O
country: O
,: O
which: O
is: O
really: O
nice: O
for: O
the: O
team: O
,: O
and: O
I: O
understand: O
we: O
had: O
tremendous: O
support: O
at: O
home: O
.: O
': O

***END***"
428,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Egypt to press Britain over Islamist conference .

###

"," Egypt: Location
to: O
press: O
Britain: Location
over: O
Islamist: Misc
conference: O
.: O

***END***"
429,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Education 42 6 36 3

###

"," Education: O
42: O
6: O
36: O
3: O

***END***"
430,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

8. Bernard Barmasai ( Kenya ) 8:17.94

###

"," 8.: O
Bernard Barmasai: Person
(: O
Kenya: Location
): O
8:17.94: O

***END***"
431,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Unidentified gunmen dragged 10 men out ot their homes in a rural area of Colombia 's northwest province of Antioquia and shot them to death , authorities said on Sunday .

###

"," Unidentified: O
gunmen: O
dragged: O
10: O
men: O
out: O
ot: O
their: O
homes: O
in: O
a: O
rural: O
area: O
of: O
Colombia: Location
's: O
northwest: O
province: O
of: O
Antioquia: Location
and: O
shot: O
them: O
to: O
death: O
,: O
authorities: O
said: O
on: O
Sunday: O
.: O

***END***"
432,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

MONTREAL 68 58 .540 11

###

"," MONTREAL: Organisation
68: O
58: O
.540: O
11: O

***END***"
433,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

MEXICO CITY 1996-08-26

###

"," MEXICO CITY: Location
1996-08-26: O

***END***"
434,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Vermont Central Hospital spokesman Dan Pudvah said two of the injured were treated there -- the truck driver , who was suffering from multiple trauma injuries , and a passenger .

###

"," Vermont Central Hospital: Location
spokesman: O
Dan Pudvah: Person
said: O
two: O
of: O
the: O
injured: O
were: O
treated: O
there: O
--: O
the: O
truck: O
driver: O
,: O
who: O
was: O
suffering: O
from: O
multiple: O
trauma: O
injuries: O
,: O
and: O
a: O
passenger: O
.: O

***END***"
435,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

SOCCER - ENGLISH SOCCER RESULTS .

###

"," SOCCER: O
-: O
ENGLISH: Misc
SOCCER: O
RESULTS: O
.: O

***END***"
436,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

His 1988 bid for the Democratic nomination only took off after he recreated himself as a firebreathing reformer of the establishment , standing up for blue collar workers and farmers .

###

"," His: O
1988: O
bid: O
for: O
the: O
Democratic: Misc
nomination: O
only: O
took: O
off: O
after: O
he: O
recreated: O
himself: O
as: O
a: O
firebreathing: O
reformer: O
of: O
the: O
establishment: O
,: O
standing: O
up: O
for: O
blue: O
collar: O
workers: O
and: O
farmers: O
.: O

***END***"
437,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Shares in Spanish oil and chemicals group Repsol were up 65 pesetas to 4,150 after the company announced net first half profits fell 1.1 percent to 61.45 billion pesetas on the previous year .

###

"," Shares: O
in: O
Spanish: Misc
oil: O
and: O
chemicals: O
group: O
Repsol: Organisation
were: O
up: O
65: O
pesetas: O
to: O
4,150: O
after: O
the: O
company: O
announced: O
net: O
first: O
half: O
profits: O
fell: O
1.1: O
percent: O
to: O
61.45: O
billion: O
pesetas: O
on: O
the: O
previous: O
year: O
.: O

***END***"
438,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

"" The industry saw capacity expansion of about 13 percent over 1994/95 from 77.79 million tonnes to 87.45 million tonnes , "" Palkhivala told shareholders .

###

"," "": O
The: O
industry: O
saw: O
capacity: O
expansion: O
of: O
about: O
13: O
percent: O
over: O
1994/95: O
from: O
77.79: O
million: O
tonnes: O
to: O
87.45: O
million: O
tonnes: O
,: O
"": O
Palkhivala: Person
told: O
shareholders: O
.: O

***END***"
439,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Huge swings in the price of pulp over the past few years have made pulp producers ' profitability unpredictable , and made investing in new production capacity a risky business .

###

"," Huge: O
swings: O
in: O
the: O
price: O
of: O
pulp: O
over: O
the: O
past: O
few: O
years: O
have: O
made: O
pulp: O
producers: O
': O
profitability: O
unpredictable: O
,: O
and: O
made: O
investing: O
in: O
new: O
production: O
capacity: O
a: O
risky: O
business: O
.: O

***END***"
440,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

with immediate effect , "" it said in a statement .

###

"," with: O
immediate: O
effect: O
,: O
"": O
it: O
said: O
in: O
a: O
statement: O
.: O

***END***"
441,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Egypt blames Istanbul control tower for accident .

###

"," Egypt: Location
blames: O
Istanbul: Location
control: O
tower: O
for: O
accident: O
.: O

***END***"
442,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Malaysia bans nitrofuran usage in chicken feed .

###

"," Malaysia: Location
bans: O
nitrofuran: O
usage: O
in: O
chicken: O
feed: O
.: O

***END***"
443,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Siraj Mia died at Dhaka airport on May 9 during interogation by customs officials after arriving from London .

###

"," Siraj Mia: Person
died: O
at: O
Dhaka: Location
airport: O
on: O
May: O
9: O
during: O
interogation: O
by: O
customs: O
officials: O
after: O
arriving: O
from: O
London: Location
.: O

***END***"
